well_name,x,y,cluster,prob
25-101-05784-00-00,3.7692814,10.1673765,-1,0.0
25-025-21162-00-00,1.8282751,10.094859,-1,0.0
25-009-05401-00-00,2.0694501,8.395078,2,1.0
25-101-05546-00-00,7.093667,7.035504,-1,0.0
25-099-21056-00-00,7.626946,9.846605,-1,0.0
25-101-06659-00-00,3.865696,8.322066,2,1.0
25-025-21779-00-00,6.651092,5.4972706,0,0.9729578440148935
25-083-22552-00-00,3.1602778,8.055589,2,0.9472516508528683
25-083-22861-00-00,5.670409,7.701146,3,0.837523036716381
25-083-21280-00-00,4.883289,8.640045,-1,0.0
25-091-05059-00-00,6.029508,4.8594875,0,1.0
25-073-05238-00-00,3.5940032,10.437829,2,1.0
25-083-22488-00-00,5.4517727,8.024874,-1,0.0
25-003-22927-00-00,1.9305186,9.576832,2,1.0
25-025-21989-00-00,2.5981867,9.227364,2,1.0
25-101-22593-00-00,3.5118587,9.135056,-1,0.0
25-083-22876-00-00,6.1577387,8.76758,-1,0.0
25-035-21936-00-00,4.463851,7.841303,2,1.0
25-083-23178-00-00,5.637979,7.431004,3,0.6382431191333613
25-091-21361-00-00,3.63971,7.6921244,2,1.0
25-087-21550-00-00,7.5434976,6.0239315,0,1.0
25-085-21912-00-00,2.2929265,8.224606,2,0.8983620501150161
25-083-21955-00-00,6.7748404,8.117125,3,0.8141146206130871
25-083-23087-00-00,6.189257,7.5409126,3,0.9459144989155106
25-005-23649-00-00,3.7528868,8.1565895,2,1.0
25-005-05142-00-00,1.5752019,9.75978,2,1.0
25-101-22569-00-00,7.8866544,9.531177,4,0.9153184526790762
25-025-23047-00-00,3.0714386,8.774494,-1,0.0
25-033-21130-00-00,4.9186687,5.9436283,1,1.0
25-009-05356-00-00,7.8528676,10.069232,4,1.0
25-073-60001-00-00,6.0561523,7.4533625,3,0.7499632891125906
25-009-05026-00-00,8.079627,9.737064,4,0.9299093123991067
25-087-21548-00-00,7.704117,5.3551764,0,1.0
25-083-22587-00-00,6.6189823,7.786082,3,1.0
25-085-21799-00-00,6.500602,6.0876966,-1,0.0
25-083-23405-00-00,4.7673607,5.9700446,1,1.0
25-083-22492-00-00,6.400119,8.16731,-1,0.0
25-025-21555-00-00,5.4917,8.073738,-1,0.0
25-051-21330-00-00,8.1043215,9.519495,4,0.9299093123991067
25-085-21671-00-00,1.8675008,8.38933,2,1.0
25-025-23097-00-00,1.5603132,8.851392,2,1.0
25-025-22450-00-00,2.7802446,10.112693,2,0.8723785944204612
25-085-05118-00-00,1.1905621,10.08282,2,1.0
25-065-05128-00-00,0.93327594,10.1597,2,1.0
25-095-21275-00-00,2.2008336,9.613074,2,0.9261761611300775
25-083-23121-00-00,7.7021346,9.540977,4,0.9299093123991067
25-101-22425-00-00,0.9325576,9.763005,2,1.0
25-101-09855-00-00,1.4806314,9.795695,2,1.0
25-085-05086-00-00,1.2809287,9.221867,2,1.0
25-035-06832-00-00,8.16866,10.1553955,4,1.0
25-083-22547-00-00,7.267179,8.857751,3,0.6311557862183116
25-091-05106-00-00,0.930364,10.223045,2,1.0
25-025-21374-00-00,8.476074,10.062724,4,1.0
25-101-10188-00-00,8.114853,5.7791786,0,1.0
25-083-22414-00-00,7.2512465,8.201859,3,0.8601054030912457
25-073-05111-00-00,1.0654095,10.108837,2,1.0
25-009-05403-00-00,1.9877875,9.840537,2,0.8500083246658371
25-065-21627-00-00,5.8924675,7.6424174,3,0.7958120986974726
25-091-05184-00-00,1.8275229,8.660175,2,1.0
25-083-22485-00-00,7.1873474,8.3558235,3,0.9255911854763396
25-085-05112-00-00,1.5496752,8.802556,2,1.0
25-101-22684-00-00,8.205703,8.923876,-1,0.0
25-091-21598-00-00,3.1476445,8.405642,2,0.9171011659092685
25-085-21643-00-00,2.2520664,8.717548,2,1.0
25-083-22090-00-00,6.831731,6.971029,-1,0.0
25-101-60137-00-00,7.823716,10.155812,4,1.0
25-085-21939-00-00,4.2837124,8.013328,2,1.0
25-035-21214-00-00,3.349261,10.216103,2,1.0
25-025-22348-00-00,3.8780131,9.676888,-1,0.0
25-005-23796-00-00,1.0021023,9.937306,2,1.0
25-083-21290-00-00,2.4430144,9.561269,2,1.0
25-083-22137-00-00,7.2088428,7.881384,3,0.9224927394724839
25-003-05083-00-00,0.73868173,9.893897,2,0.8912806907111822
25-091-21785-00-00,1.7678931,8.844335,2,1.0
25-083-21244-00-00,7.1065855,9.003295,-1,0.0
25-085-21832-00-00,4.256102,8.591435,-1,0.0
25-083-22745-00-00,5.1752725,7.8027067,2,0.8420195387557335
25-073-05235-00-00,0.98878837,10.131196,2,1.0
25-025-21780-00-00,6.6376514,5.552012,0,0.9759098644160507
25-035-21631-00-00,8.115501,9.371431,4,0.9299093123991067
25-083-22557-00-00,6.568093,7.6134906,3,1.0
25-035-06946-00-00,3.0404942,10.318992,2,0.9727098626631058
25-065-05164-00-00,0.9626852,9.79033,2,1.0
25-083-22538-00-00,5.840551,7.578951,3,0.8274508478264582
25-083-22635-00-00,6.6133757,8.052464,3,0.6606511009762405
25-085-21785-00-00,3.94218,8.101592,2,1.0
25-085-05085-00-00,1.3330783,9.898243,2,1.0
25-083-22101-00-00,6.9138656,7.1352277,3,0.5604790609955678
25-083-23346-00-00,2.6881588,8.13611,2,1.0
25-005-05054-00-00,2.9232004,10.144827,2,0.9738638978980563
25-009-21083-00-00,6.1095877,4.7725925,0,1.0
25-051-21466-00-00,8.275586,10.159736,4,1.0
25-087-21529-00-00,7.483896,8.425844,3,0.7389541621416784
25-101-23271-00-00,3.3947945,8.986721,-1,0.0
25-083-22493-00-00,6.9843464,7.748463,3,1.0
25-035-21168-00-00,2.9353342,9.223893,-1,0.0
25-101-07145-00-00,1.3874637,9.82127,2,1.0
25-101-24096-00-00,5.6401553,5.0187855,0,0.9584599075627913
25-083-22971-00-00,2.9248636,8.058417,2,1.0
25-083-23168-00-00,4.219059,7.836498,2,1.0
25-009-21258-00-00,3.6861882,6.6807175,1,0.8169438137199064
25-101-06828-00-00,7.503504,7.1304727,-1,0.0
25-073-05116-00-00,1.5504025,8.805723,2,1.0
25-025-21584-00-00,2.0533576,8.637272,2,1.0
25-101-05649-00-00,6.733542,5.359873,0,1.0
25-083-22425-00-00,7.1945605,8.609473,3,0.748366808696642
25-083-22062-00-00,7.178119,8.630089,3,0.7344552892808346
25-101-22529-00-00,7.384739,7.3642893,-1,0.0
25-035-08655-00-00,1.2356107,9.788768,2,1.0
25-073-05311-00-00,3.3251114,10.28296,2,1.0
25-101-06477-00-00,7.961108,5.6127744,0,1.0
25-073-05295-00-00,3.2755675,10.300343,2,1.0
25-083-21852-00-00,2.5180233,9.023576,2,0.8247098833163297
25-091-21550-00-00,4.6902056,7.306277,-1,0.0
25-105-21413-00-00,3.144433,9.946762,2,1.0
25-009-21088-00-00,7.260321,4.6595626,0,1.0
25-005-23817-00-00,3.6645792,7.281405,-1,0.0
25-091-21920-00-00,4.1124063,7.428467,-1,0.0
25-101-24153-00-00,1.9333956,8.394898,2,1.0
25-101-22668-00-00,3.4453504,10.086322,2,1.0
25-083-22202-00-00,6.6354074,7.8656726,3,0.9074600697966752
25-083-22195-00-00,6.9640846,8.09238,3,1.0
25-101-07519-00-00,8.513506,9.971129,4,1.0
25-073-60054-00-00,3.3885915,9.069364,-1,0.0
25-083-22233-00-00,7.1531277,8.271837,3,0.8984786675416567
25-065-05126-00-00,1.009233,10.035896,2,1.0
25-083-21806-00-00,5.798279,7.760565,3,0.8356867417170746
25-085-21895-00-00,3.5318892,8.032614,2,1.0
25-101-06986-00-00,6.1672,4.6780796,0,1.0
25-005-05068-00-00,1.731505,9.202453,2,1.0
25-099-21068-00-00,3.3805022,10.110376,2,1.0
25-075-21480-00-00,5.9465885,4.660617,0,1.0
25-025-21858-00-00,6.470993,5.316834,0,1.0
25-003-05057-00-00,1.1393819,9.6600485,2,1.0
25-085-21860-00-00,3.8287327,7.830276,2,1.0
25-025-22260-00-00,3.3030722,10.340143,2,1.0
25-083-23102-00-00,6.9501305,8.7034025,3,0.589229915852253
25-073-21668-00-00,0.5210641,9.965455,2,1.0
25-101-09910-00-00,7.210097,4.644692,0,1.0
25-091-05196-00-00,4.467831,6.028742,1,1.0
25-101-21001-00-00,8.126362,5.7100787,0,1.0
25-101-09949-00-00,7.957014,5.6049876,0,1.0
25-025-60014-00-00,3.1671228,10.084258,2,1.0
25-083-21582-00-00,1.9219092,9.634478,2,1.0
25-101-22192-00-00,7.864025,8.292093,-1,0.0
25-101-60073-00-00,7.750616,5.754694,0,1.0
25-025-21661-00-00,6.6938186,5.3739743,0,1.0
25-005-22565-00-00,4.166783,8.15444,2,1.0
25-085-05255-00-00,0.9983496,9.861171,2,1.0
25-101-23181-00-00,6.904992,7.979358,3,1.0
25-065-21380-00-00,3.3728309,7.443871,-1,0.0
25-083-21536-00-00,4.4296136,6.0467153,1,0.9727576406485624
25-035-21376-00-00,6.22256,7.3118267,3,0.6730441563502977
25-073-21134-00-00,3.3903143,9.122955,-1,0.0
25-083-22136-00-00,4.1318355,7.789227,2,1.0
25-101-22568-00-00,7.881264,9.524863,4,0.9299093123991067
25-083-22510-00-00,6.877696,8.4144535,3,0.7894999500458689
25-065-21210-00-00,5.408194,7.3132086,-1,0.0
25-083-22296-00-00,5.6249065,8.031163,-1,0.0
25-083-22818-00-00,8.213177,9.531948,4,0.9299093123991067
25-035-05729-00-00,7.758911,9.425059,4,0.8386397821952204
25-025-21361-00-00,6.7888045,8.4444475,3,0.7462186275329885
25-035-05439-00-00,7.631868,5.7758107,0,1.0
25-083-22661-00-00,6.7572303,8.284661,3,0.8107090362669985
25-083-21690-00-00,7.0642834,8.453526,3,0.8203802249157468
25-065-21807-00-00,1.9719907,8.60295,2,1.0
25-091-21155-00-00,1.1045301,9.776681,2,1.0
25-083-22708-00-00,5.038902,7.8232727,2,0.8420195387557335
25-025-21273-00-00,2.3124697,8.832785,2,0.8907619959604937
25-083-23430-00-00,6.0222263,5.566919,0,1.0
25-069-21116-00-00,1.5805591,8.476996,2,0.9629501160773952
25-101-06718-00-00,4.6991587,6.417498,-1,0.0
25-025-23062-00-00,4.314118,7.762741,2,1.0
25-083-22123-00-00,7.603203,8.88368,3,0.7153147842208586
25-101-60150-00-00,8.327815,9.187417,4,0.8766128676547411
25-101-24281-00-00,7.2657156,4.7843165,0,1.0
25-073-07023-00-00,1.1987745,9.945128,2,1.0
25-083-22588-00-00,7.252674,6.366091,0,0.841065535416138
25-101-23515-00-00,4.2992816,6.0365067,1,1.0
25-101-10070-00-00,4.3489494,6.8370433,-1,0.0
25-083-23191-00-00,5.6998696,7.664695,3,0.837523036716381
25-101-09781-00-00,7.0486765,8.092493,3,1.0
25-083-22260-00-00,7.267632,8.533994,3,0.8054804363812536
25-009-21204-00-00,1.2592237,9.390986,2,1.0
25-101-06441-00-00,7.0426364,4.641738,0,1.0
25-101-22218-00-00,7.83727,8.286141,3,0.5844313485590401
25-101-06720-00-00,7.4569297,6.416017,0,0.9158592912089134
25-083-22346-00-00,6.1165347,7.248127,3,0.5896940552300687
25-085-21695-00-00,1.864793,10.161365,-1,0.0
25-085-05114-00-00,1.3723336,9.589159,2,1.0
25-083-22664-00-00,6.4206014,7.486187,3,0.7736095785212359
25-065-05306-00-00,2.3768501,9.308537,2,1.0
25-083-22386-00-00,6.96615,8.028955,3,1.0
25-083-22896-00-00,5.2779374,7.7753325,2,0.8420195387557335
25-101-05984-00-00,4.4789276,7.6081295,2,0.9229872211756449
25-083-22415-00-00,6.4207344,7.8523636,3,0.7502340013526277
25-025-21440-00-00,3.8180513,8.177543,2,1.0
25-035-05334-00-00,1.093322,9.737922,2,1.0
25-025-21077-00-00,2.6881185,10.159389,-1,0.0
25-101-06320-00-00,7.0527406,4.95955,0,1.0
25-083-21060-00-00,7.518894,5.8604064,0,1.0
25-101-07113-00-00,2.5647051,8.90619,2,0.8503172331597275
25-083-23432-00-00,5.8597245,5.6146517,0,0.8313659686467552
25-009-21238-00-00,4.028606,8.093948,2,1.0
25-085-05154-00-00,7.7659373,9.571509,4,0.9299093123991067
25-101-09935-00-00,7.351207,4.7880034,0,1.0
25-065-21115-00-00,4.1275063,5.8944516,1,1.0
25-083-23256-00-00,3.6276994,7.8083687,2,1.0
25-101-06449-00-00,1.180586,9.477981,2,1.0
25-083-22291-00-00,6.846418,7.800896,3,1.0
25-083-21809-00-00,3.2759094,9.89438,2,1.0
25-083-22517-00-00,6.258035,5.8162427,0,0.7792639177469428
25-101-22594-00-00,3.4865057,9.175559,-1,0.0
25-025-23095-00-00,1.8008715,8.463269,2,1.0
25-083-21880-00-00,2.4592302,9.27136,2,0.9007021794081672
25-101-09936-00-00,7.4059215,4.795856,0,1.0
25-025-21527-00-00,4.1656895,7.8018003,2,1.0
25-065-21673-00-00,3.6169527,6.601598,1,0.7120325201150494
25-085-21262-00-00,4.269278,6.653302,1,0.8526769959221271
25-065-05270-00-00,0.86341804,9.634585,2,1.0
25-101-60151-00-00,7.699553,10.002528,4,0.8499970710086039
25-101-06705-00-00,4.3675704,6.305563,1,0.8208612663494304
25-101-60157-00-00,8.3955145,9.199597,4,0.8766128676547411
25-101-21075-00-00,6.9431458,7.9096217,3,1.0
25-101-22452-00-00,6.7630816,5.217558,0,1.0
25-087-21336-00-00,3.7791786,10.108764,-1,0.0
25-101-22596-00-00,3.8581798,10.215023,-1,0.0
25-083-22099-00-00,7.334774,4.778907,0,1.0
25-083-21875-00-00,4.1308923,8.179905,2,1.0
25-083-22851-00-00,2.9443545,8.05548,2,1.0
25-101-10264-00-00,5.3366394,6.1173754,-1,0.0
25-083-22935-00-00,5.0712404,7.6407275,2,0.8420195387557335
25-083-21903-00-00,6.9621058,8.717439,3,0.5965957667778751
25-083-22668-00-00,4.9328656,7.964958,-1,0.0
25-075-22476-00-00,5.9385896,7.099243,-1,0.0
25-085-05056-00-00,1.034143,9.796424,2,1.0
25-083-22545-00-00,6.1751084,7.3916407,3,0.8983201688335383
25-083-22141-00-00,6.963132,8.131759,3,0.9317624086176727
25-035-06823-00-00,7.0691314,8.0810175,3,1.0
25-101-09912-00-00,7.709124,5.37448,0,1.0
25-083-22225-00-00,6.1593223,7.6215687,3,0.8847433739047246
25-009-05048-00-00,1.8144614,9.491626,2,1.0
25-101-06907-00-00,4.04872,8.643662,2,0.8391074922110333
25-083-22979-00-00,4.787204,7.6875405,-1,0.0
25-101-09944-00-00,3.7860827,7.9633985,2,1.0
25-083-22466-00-00,7.4675803,9.109682,3,0.6112785798493413
25-073-05255-00-00,1.4372455,9.841911,2,1.0
25-065-21588-00-00,3.7539468,9.686721,-1,0.0
25-025-05466-00-00,1.1730415,9.824769,2,1.0
25-033-21110-00-00,2.2961493,8.880793,2,0.8804745006423398
25-083-21769-00-00,2.2417772,8.644498,2,1.0
25-025-21987-00-00,2.6101012,9.45205,2,1.0
25-083-23045-00-00,3.648276,7.8089447,2,1.0
25-009-21169-00-00,7.3791766,8.402822,3,0.8356475576215426
25-083-22056-00-00,2.6503172,8.497585,2,0.9290723652581704
25-101-60154-00-00,8.432691,9.194836,4,0.8766128676547411
25-025-22034-00-00,3.4599986,10.233224,2,1.0
25-083-22628-00-00,5.917182,7.836376,3,0.704641663642638
25-051-05436-00-00,7.678263,8.964597,3,0.7244554985318337
25-073-05221-00-00,2.863009,10.345197,-1,0.0
25-083-21636-00-00,2.0256479,9.57289,2,1.0
25-005-07001-00-00,2.0844407,8.700402,2,1.0
25-101-10086-00-00,6.7930655,5.9930825,0,0.7438861550946765
25-083-21622-00-00,2.1585164,9.42583,2,0.9733716725221709
25-025-21532-00-00,3.5579574,8.365417,2,0.9011327606684499
25-085-05150-00-00,1.0098888,9.883346,2,1.0
25-099-21212-00-00,8.219416,9.689716,4,0.8816410397768665
25-005-22529-00-00,1.9489232,8.990943,2,1.0
25-083-22243-00-00,7.0467043,7.9671106,3,1.0
25-101-10220-00-00,7.883462,5.5309653,0,1.0
25-075-21121-00-00,3.9734998,6.6102366,1,1.0
25-101-06859-00-00,6.344469,4.883621,0,1.0
25-083-22903-00-00,5.6655254,7.673059,3,0.837523036716381
25-035-21226-00-00,5.9837203,4.9134283,0,1.0
25-035-21241-00-00,5.605318,5.1478214,0,0.8490257945233249
25-101-22518-00-00,3.501765,9.122323,-1,0.0
25-083-21119-00-00,3.7393022,10.221202,2,0.9015090600281324
25-101-22485-00-00,8.372911,10.321114,4,0.7706994114765594
25-085-05059-00-00,8.056258,5.6956253,0,1.0
25-073-21680-00-00,7.778542,8.741567,-1,0.0
25-025-21553-00-00,6.724025,4.685303,0,1.0
25-101-10194-00-00,0.9019079,9.458503,2,0.8898117595817148
25-073-05271-00-00,4.159248,8.1672125,2,1.0
25-005-05123-00-00,2.8531477,8.067834,2,1.0
25-083-21492-00-00,3.324726,10.233287,2,1.0
25-083-23015-00-00,4.3525987,7.8755736,2,1.0
25-073-05333-00-00,3.567364,9.789117,2,0.9380618875086845
25-091-21714-00-00,7.6592526,9.388205,4,0.6710388763869711
25-009-21299-00-00,5.1050973,6.474524,-1,0.0
25-035-21633-00-00,4.058613,5.8871217,1,1.0
25-101-09907-00-00,0.867475,9.517943,2,0.9046357371082578
25-101-05993-00-00,3.6561363,10.429737,2,0.9556602108680297
25-083-21758-00-00,2.2425272,8.740502,2,1.0
25-085-05101-00-00,2.7371314,8.13878,2,1.0
25-035-05592-00-00,3.620944,9.079632,-1,0.0
25-101-05438-00-00,1.8445444,8.575879,2,1.0
25-101-06867-00-00,3.9053018,9.320188,-1,0.0
25-075-21303-00-00,5.9806485,4.642836,0,1.0
25-101-22558-00-00,7.8331556,8.250193,-1,0.0
25-025-21497-00-00,3.053989,9.402965,2,0.8882414687167074
25-073-21584-00-00,3.0635247,8.559467,-1,0.0
25-101-09909-00-00,3.6563318,6.062949,-1,0.0
25-087-05318-00-00,1.111583,10.032688,2,1.0
25-083-22095-00-00,5.7940364,8.057217,-1,0.0
25-025-21729-00-00,3.6255631,9.40709,-1,0.0
25-083-22005-00-00,7.941936,9.293533,4,0.7292817329967854
25-091-21613-00-00,3.3917348,8.314698,2,1.0
25-009-05016-00-00,8.297054,10.171786,4,1.0
25-073-05308-00-00,3.2614462,9.502155,-1,0.0
25-035-05066-00-00,1.6184253,9.226668,2,1.0
25-083-22258-00-00,6.5832963,7.960718,3,0.7399892882239882
25-101-05980-00-00,7.1078243,4.611768,0,1.0
25-101-24217-00-00,6.7918777,5.894919,0,0.8689602137217983
25-101-21927-00-00,8.268025,9.875294,4,0.9991085229599286
25-065-21124-00-00,1.0583667,10.267827,2,1.0
25-101-10141-00-00,0.82281446,9.220495,-1,0.0
25-025-22036-00-00,2.5861015,8.701368,-1,0.0
25-083-21306-00-00,2.727368,9.536487,2,0.9329072203644486
25-025-21463-00-00,5.9678116,8.170215,-1,0.0
25-083-23376-00-00,4.930874,6.1636443,1,0.9536922195013601
25-083-21220-00-00,3.0758667,9.571619,2,0.9480011176531757
25-035-07261-00-00,2.7561913,8.1723995,2,1.0
25-087-05315-00-00,4.0278854,6.093538,1,1.0
25-085-21473-00-00,7.84632,9.990848,4,1.0
25-105-21417-00-00,7.2724333,8.874543,3,0.6419683398409601
25-083-22623-00-00,6.742167,7.567384,3,0.9218907926418658
25-083-22867-00-00,5.9850545,7.6281934,3,0.837523036716381
25-055-21208-00-00,4.0137377,6.7326975,1,0.9031595470151461
25-083-22454-00-00,7.1841354,7.8695264,3,0.9498510742993994
25-083-22041-00-00,6.9607778,7.7168617,3,1.0
25-101-07530-00-00,7.695073,5.339345,0,1.0
25-005-23804-00-00,3.9592032,6.2957735,1,1.0
25-105-21281-00-00,3.8260646,9.376841,-1,0.0
25-025-21277-00-00,2.7622974,9.296384,2,0.9144730772220763
25-083-22283-00-00,6.42513,8.121323,3,0.5692171067238957
25-035-21343-00-00,7.52072,6.6014886,-1,0.0
25-035-21157-00-00,2.5057833,9.1346245,2,0.8583003181278196
25-101-06427-00-00,3.8154087,6.46016,1,1.0
25-101-09894-00-00,6.359355,5.0455346,0,1.0
25-101-06040-00-00,4.4023795,7.541428,2,0.8416967049215084
25-105-21574-00-00,3.0654087,10.126551,2,1.0
25-099-21228-00-00,4.2783647,5.9168453,1,1.0
25-101-09891-00-00,6.371438,4.988634,0,1.0
25-101-09897-00-00,4.1812043,6.87523,1,0.8732145400038449
25-083-21284-00-00,2.8029346,8.25712,2,1.0
25-101-06683-00-00,4.4352794,6.5192695,1,0.8071816677727144
25-083-22236-00-00,6.416662,7.726363,3,0.8294719140812175
25-101-10371-00-00,6.2780337,7.462277,3,0.843833179692613
25-101-06362-00-00,8.654941,9.858153,4,0.9343423838578961
25-091-21592-00-00,1.425131,9.467539,2,1.0
25-083-22542-00-00,6.4709616,7.649265,3,0.9459144989155106
25-005-23830-00-00,7.1739106,7.683191,3,0.8267978715009799
25-101-22350-00-00,2.7893245,9.6244335,2,1.0
25-075-21367-00-00,7.0404706,4.8900347,0,1.0
25-083-22928-00-00,5.834597,6.962224,-1,0.0
25-005-23816-00-00,5.6771007,7.1986794,-1,0.0
25-101-06360-00-00,5.325021,5.8694987,-1,0.0
25-101-06539-00-00,7.0824237,7.7873793,3,1.0
25-085-21206-00-00,1.8633807,10.238053,-1,0.0
25-021-05135-00-00,3.4906657,9.995104,2,1.0
25-083-21540-00-00,7.035286,4.620148,0,1.0
25-105-21410-00-00,7.5156612,9.941153,-1,0.0
25-091-21630-00-00,1.6869358,8.8410635,2,1.0
25-101-21359-00-00,7.812636,9.125988,-1,0.0
25-091-21704-00-00,0.96995187,10.239809,2,1.0
25-101-10027-00-00,8.519514,9.935149,4,1.0
25-073-21503-00-00,0.44154376,9.93703,2,1.0
25-101-09929-00-00,3.7949996,6.662039,1,1.0
25-021-21181-00-00,7.5949607,9.04928,3,0.7244554985318337
25-003-21125-00-00,2.150932,8.975598,2,0.9488195468375085
25-083-22451-00-00,6.8873096,8.08782,3,1.0
25-085-22009-00-00,4.68523,6.0654135,1,1.0
25-101-22746-00-00,7.2951074,6.772086,-1,0.0
25-025-21380-00-00,2.803459,9.465582,2,0.9839182993743517
25-009-05042-00-00,7.554136,6.0522003,0,1.0
25-083-22881-00-00,5.3817096,7.98303,2,0.8369981607374332
25-083-22902-00-00,4.401118,8.070126,2,0.9547296760326343
25-025-21486-00-00,6.8864655,8.92938,-1,0.0
25-099-05320-00-00,3.8477647,6.468163,1,1.0
25-085-21836-00-00,4.0698175,7.9964895,2,1.0
25-101-06439-00-00,3.9650266,6.367887,1,0.996614017659994
25-101-06000-00-00,8.608481,9.79269,4,0.8606945970471274
25-073-21535-00-00,7.057048,7.886923,3,1.0
25-083-22710-00-00,5.89201,7.6795783,3,0.837523036716381
25-055-21128-00-00,3.935829,6.905557,1,0.8036394944996497
25-101-22320-00-00,7.47057,9.484374,-1,0.0
25-101-60256-00-00,8.526957,10.052239,4,0.973855750032717
25-101-23174-00-00,4.813234,7.9033494,-1,0.0
25-003-21142-00-00,6.741137,7.3284926,3,0.6172011828678461
25-091-05156-00-00,5.464946,5.472131,0,0.8257576313253877
25-083-21153-00-00,5.8147893,7.6816893,3,0.837523036716381
25-083-21303-00-00,6.5688176,7.5291963,3,0.8692316355895124
25-065-21208-00-00,8.515777,9.794758,4,0.977443762976481
25-083-23218-00-00,4.068868,7.6346893,2,1.0
25-009-21014-00-00,1.7884017,9.54751,2,1.0
25-083-22507-00-00,4.082821,8.577403,2,0.8562082556832264
25-087-21527-00-00,7.4362526,6.0762844,0,1.0
25-035-21239-00-00,3.0675614,9.480717,2,0.8305284930106016
25-099-05205-00-00,6.8466372,7.6655746,3,1.0
25-083-22735-00-00,6.6291647,7.7854085,3,1.0
25-083-22100-00-00,7.081537,8.262258,3,0.8684242435461333
25-009-21225-00-00,7.480457,9.011865,3,0.7244554985318337
25-101-09925-00-00,3.7053187,6.0026364,1,0.7234525600897126
25-101-07542-00-00,7.624922,5.480804,0,1.0
25-101-60145-00-00,7.907097,10.106319,4,1.0
25-101-05869-00-00,7.5338397,6.0319123,0,1.0
25-111-21176-00-00,7.1787643,5.9978266,0,0.9018753946747686
25-025-21549-00-00,4.346951,8.221637,2,1.0
25-105-21226-00-00,3.3763664,7.5697813,-1,0.0
25-005-23724-00-00,3.4896536,7.7195296,2,1.0
25-101-24189-00-00,2.9946568,7.8789363,2,0.8143321674040103
25-101-60258-00-00,8.532652,10.040688,4,0.9819955684042521
25-083-21275-00-00,2.468801,9.677457,2,0.9281116080827999
25-101-22686-00-00,3.8725529,10.214538,-1,0.0
25-073-21670-00-00,0.50056,9.99152,2,1.0
25-083-21329-00-00,3.7772,9.914655,2,0.9024590652292149
25-083-22115-00-00,7.2789335,8.746617,3,0.7246426343997141
25-083-22832-00-00,7.081655,8.488105,3,0.8268394035762333
25-099-21235-00-00,8.157794,9.820564,4,1.0
25-101-10195-00-00,7.3868933,4.8213425,0,1.0
25-025-21494-00-00,3.9306312,8.940958,-1,0.0
25-083-21273-00-00,6.8410044,7.3857493,3,0.6932036917804958
25-085-05065-00-00,1.1993442,10.061047,2,1.0
25-101-22863-00-00,6.3919053,4.741316,0,1.0
25-075-21642-00-00,7.1298957,4.894641,0,1.0
25-101-09963-00-00,5.9366765,6.9834385,-1,0.0
25-085-05051-00-00,0.7173495,10.168988,2,1.0
25-073-05227-00-00,1.3906159,9.163565,2,1.0
25-009-05022-00-00,7.176038,4.6453815,0,1.0
25-085-21900-00-00,5.998595,4.961709,0,1.0
25-009-21234-00-00,8.295798,9.135649,4,0.8766128676547411
25-083-22666-00-00,5.5606337,7.9963684,-1,0.0
25-101-07380-00-00,7.1938944,7.345321,3,0.5976742644287105
25-051-05343-00-00,6.9875975,7.7042646,3,1.0
25-099-05308-00-00,2.712443,7.666091,-1,0.0
25-083-22442-00-00,6.2231064,7.5565557,3,0.9074450630284712
